,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-07-18 06:00,2022-07-18 07:00,,70.0,67.0,OV,210.0,6.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T07:00:00.000Z
1,1,LAV,2022-07-18 06:00,2022-07-18 08:00,,70.0,67.0,OV,210.0,6.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T08:00:00.000Z
2,2,LAV,2022-07-18 06:00,2022-07-18 09:00,,70.0,67.0,OV,200.0,6.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T09:00:00.000Z
3,3,LAV,2022-07-18 06:00,2022-07-18 10:00,,70.0,68.0,OV,200.0,6.0,,,,,,,,,,2,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,0.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T10:00:00.000Z
4,4,LAV,2022-07-18 06:00,2022-07-18 11:00,,72.0,68.0,BK,200.0,6.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,0.0,N,5,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T11:00:00.000Z
5,5,LAV,2022-07-18 06:00,2022-07-18 12:00,,73.0,68.0,OV,200.0,7.0,0.0,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-07-18T06:00:00.000Z,2022-07-18T12:00:00.000Z
6,6,LAV,2022-07-18 06:00,2022-07-18 13:00,,74.0,69.0,OV,200.0,7.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,2.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-07-18T06:00:00.000Z,2022-07-18T13:00:00.000Z
7,7,LAV,2022-07-18 06:00,2022-07-18 14:00,,75.0,69.0,OV,210.0,7.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,5.0,N,7,1.0,N,3.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-07-18T06:00:00.000Z,2022-07-18T14:00:00.000Z
8,8,LAV,2022-07-18 06:00,2022-07-18 15:00,,75.0,69.0,OV,210.0,7.0,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,7.0,N,7,1.0,N,8.0,N,,,,,,,,,,,,,,,,,,6,N,,,2022-07-18T06:00:00.000Z,2022-07-18T15:00:00.000Z
9,9,LAV,2022-07-18 06:00,2022-07-18 16:00,,76.0,69.0,OV,220.0,7.0,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,12.0,N,7,1.0,N,11.0,N,,,,,,,,,,,,,,,,,,19,N,,,2022-07-18T06:00:00.000Z,2022-07-18T16:00:00.000Z
