,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-07-06 00:00,2021-07-06 01:00,,70.0,64.0,BK,200.0,12.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,1.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-07-06T00:00:00.000Z,2021-07-06T01:00:00.000Z
1,1,LAV,2021-07-06 00:00,2021-07-06 02:00,,69.0,64.0,OV,200.0,12.0,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,5,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-07-06T00:00:00.000Z,2021-07-06T02:00:00.000Z
2,2,LAV,2021-07-06 00:00,2021-07-06 03:00,,68.0,64.0,OV,210.0,11.0,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-07-06T00:00:00.000Z,2021-07-06T03:00:00.000Z
3,3,LAV,2021-07-06 00:00,2021-07-06 04:00,,68.0,64.0,OV,200.0,10.0,,,,,,,,,,4,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-07-06T00:00:00.000Z,2021-07-06T04:00:00.000Z
4,4,LAV,2021-07-06 00:00,2021-07-06 05:00,,68.0,64.0,OV,200.0,10.0,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-07-06T00:00:00.000Z,2021-07-06T05:00:00.000Z
5,5,LAV,2021-07-06 00:00,2021-07-06 06:00,,68.0,64.0,OV,210.0,11.0,1.0,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2021-07-06T00:00:00.000Z,2021-07-06T06:00:00.000Z
6,6,LAV,2021-07-06 00:00,2021-07-06 07:00,,68.0,64.0,OV,210.0,11.0,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2021-07-06T00:00:00.000Z,2021-07-06T07:00:00.000Z
7,7,LAV,2021-07-06 00:00,2021-07-06 08:00,,69.0,64.0,OV,210.0,11.0,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,1.0,N,1.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-07-06T00:00:00.000Z,2021-07-06T08:00:00.000Z
8,8,LAV,2021-07-06 00:00,2021-07-06 09:00,,69.0,64.0,OV,210.0,11.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,1.0,N,7,1.0,N,3.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-07-06T00:00:00.000Z,2021-07-06T09:00:00.000Z
9,9,LAV,2021-07-06 00:00,2021-07-06 10:00,,69.0,64.0,OV,210.0,11.0,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,1.0,N,7,1.0,N,1.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-07-06T00:00:00.000Z,2021-07-06T10:00:00.000Z
