,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-06-04 00:00,2022-06-04 01:00,,57.0,55.0,OV,60.0,6.0,,,,,,,,,,2,5,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,2.0,N,4,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-06-04T00:00:00.000Z,2022-06-04T01:00:00.000Z
1,1,LAV,2022-06-04 00:00,2022-06-04 02:00,,57.0,55.0,OV,60.0,6.0,,,,,,,,,,2,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,2.0,N,3,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,8,N,,,2022-06-04T00:00:00.000Z,2022-06-04T02:00:00.000Z
2,2,LAV,2022-06-04 00:00,2022-06-04 03:00,,57.0,55.0,OV,70.0,4.0,,,,,,,,,,2,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,3.0,N,3,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,6,N,,,2022-06-04T00:00:00.000Z,2022-06-04T03:00:00.000Z
3,3,LAV,2022-06-04 00:00,2022-06-04 04:00,,57.0,55.0,OV,70.0,3.0,,,,,,,,,,2,2,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,3.0,N,3,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-06-04T00:00:00.000Z,2022-06-04T04:00:00.000Z
4,4,LAV,2022-06-04 00:00,2022-06-04 05:00,,57.0,54.0,OV,70.0,2.0,,,,,,,,,,2,2,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,4.0,N,3,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,3,N,,,2022-06-04T00:00:00.000Z,2022-06-04T05:00:00.000Z
5,5,LAV,2022-06-04 00:00,2022-06-04 06:00,,56.0,54.0,OV,70.0,2.0,13.0,,,,,,,,,2,1,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,4.0,N,3,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,5,N,,,2022-06-04T00:00:00.000Z,2022-06-04T06:00:00.000Z
6,6,LAV,2022-06-04 00:00,2022-06-04 07:00,,56.0,54.0,OV,70.0,3.0,,,,,,,,,,2,2,FG,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,3.0,N,3,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-06-04T00:00:00.000Z,2022-06-04T07:00:00.000Z
7,7,LAV,2022-06-04 00:00,2022-06-04 08:00,,56.0,53.0,OV,60.0,3.0,,,,,,,,,,2,2,FG,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,3.0,N,2,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-06-04T00:00:00.000Z,2022-06-04T08:00:00.000Z
8,8,LAV,2022-06-04 00:00,2022-06-04 09:00,,56.0,52.0,OV,30.0,3.0,,,,,,,,,,2,1,FG,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,2.0,N,2,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-06-04T00:00:00.000Z,2022-06-04T09:00:00.000Z
9,9,LAV,2022-06-04 00:00,2022-06-04 10:00,,56.0,52.0,OV,350.0,3.0,,,,,,,,,,2,1,FG,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,3.0,N,2,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-06-04T00:00:00.000Z,2022-06-04T10:00:00.000Z
