,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-10-05 12:00,2021-10-05 13:00,,57.0,52.0,OV,360.0,8.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,9.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-10-05T12:00:00.000Z,2021-10-05T13:00:00.000Z
1,1,LAV,2021-10-05 12:00,2021-10-05 14:00,,57.0,51.0,OV,10.0,9.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,14.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,9,N,,,2021-10-05T12:00:00.000Z,2021-10-05T14:00:00.000Z
2,2,LAV,2021-10-05 12:00,2021-10-05 15:00,,57.0,51.0,OV,20.0,8.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,18.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,13,N,,,2021-10-05T12:00:00.000Z,2021-10-05T15:00:00.000Z
3,3,LAV,2021-10-05 12:00,2021-10-05 16:00,,57.0,51.0,OV,30.0,9.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,20.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-10-05T12:00:00.000Z,2021-10-05T16:00:00.000Z
4,4,LAV,2021-10-05 12:00,2021-10-05 17:00,,58.0,51.0,OV,40.0,8.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,20.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-10-05T12:00:00.000Z,2021-10-05T17:00:00.000Z
5,5,LAV,2021-10-05 12:00,2021-10-05 18:00,,58.0,51.0,OV,40.0,8.0,18.0,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,19.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,5,N,,,2021-10-05T12:00:00.000Z,2021-10-05T18:00:00.000Z
6,6,LAV,2021-10-05 12:00,2021-10-05 19:00,,58.0,50.0,OV,40.0,8.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,23.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-10-05T12:00:00.000Z,2021-10-05T19:00:00.000Z
7,7,LAV,2021-10-05 12:00,2021-10-05 20:00,,57.0,50.0,OV,40.0,7.0,,,,,,,,,,4,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,13.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,8,N,,,2021-10-05T12:00:00.000Z,2021-10-05T20:00:00.000Z
8,8,LAV,2021-10-05 12:00,2021-10-05 21:00,,57.0,50.0,OV,40.0,6.0,,,,,,,,,,4,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,8.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,9,N,,,2021-10-05T12:00:00.000Z,2021-10-05T21:00:00.000Z
9,9,LAV,2021-10-05 12:00,2021-10-05 22:00,,56.0,49.0,OV,30.0,7.0,,,,,,,,,,4,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,5.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,6,N,,,2021-10-05T12:00:00.000Z,2021-10-05T22:00:00.000Z
10,10,LAV,2021-10-05 12:00,2021-10-05 23:00,,55.0,49.0,OV,30.0,6.0,,,,,,,,,,5,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,6.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-10-05T12:00:00.000Z,2021-10-05T23:00:00.000Z
11,11,LAV,2021-10-05 12:00,2021-10-06 00:00,,55.0,49.0,OV,20.0,6.0,17.0,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-10-05T12:00:00.000Z,2021-10-06T00:00:00.000Z
12,12,LAV,2021-10-05 12:00,2021-10-06 01:00,,54.0,48.0,OV,10.0,5.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-10-05T12:00:00.000Z,2021-10-06T01:00:00.000Z
13,13,LAV,2021-10-05 12:00,2021-10-06 02:00,,54.0,48.0,OV,360.0,6.0,,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-10-05T12:00:00.000Z,2021-10-06T02:00:00.000Z
14,14,LAV,2021-10-05 12:00,2021-10-06 03:00,,53.0,47.0,BK,340.0,5.0,,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-10-05T12:00:00.000Z,2021-10-06T03:00:00.000Z
15,15,LAV,2021-10-05 12:00,2021-10-06 04:00,,53.0,47.0,BK,330.0,5.0,,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,7,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-10-05T12:00:00.000Z,2021-10-06T04:00:00.000Z
16,16,LAV,2021-10-05 12:00,2021-10-06 05:00,,53.0,47.0,SC,320.0,6.0,,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-10-05T12:00:00.000Z,2021-10-06T05:00:00.000Z
17,17,LAV,2021-10-05 12:00,2021-10-06 06:00,,53.0,47.0,SC,320.0,6.0,5.0,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2021-10-05T12:00:00.000Z,2021-10-06T06:00:00.000Z
18,18,LAV,2021-10-05 12:00,2021-10-06 07:00,,53.0,47.0,SC,320.0,5.0,,,,,,,,,,7,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2021-10-05T12:00:00.000Z,2021-10-06T07:00:00.000Z
19,19,LAV,2021-10-05 12:00,2021-10-06 08:00,,53.0,48.0,BK,330.0,5.0,,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T08:00:00.000Z
20,20,LAV,2021-10-05 12:00,2021-10-06 09:00,,53.0,48.0,SC,330.0,5.0,,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T09:00:00.000Z
21,21,LAV,2021-10-05 12:00,2021-10-06 10:00,,53.0,48.0,BK,330.0,5.0,,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T10:00:00.000Z
22,22,LAV,2021-10-05 12:00,2021-10-06 11:00,,54.0,48.0,BK,330.0,5.0,,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T11:00:00.000Z
23,23,LAV,2021-10-05 12:00,2021-10-06 12:00,,55.0,49.0,BK,320.0,5.0,1.0,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T12:00:00.000Z
24,24,LAV,2021-10-05 12:00,2021-10-06 13:00,,58.0,49.0,SC,340.0,5.0,,,,,,,,,,8,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,8,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T13:00:00.000Z
25,25,LAV,2021-10-05 12:00,2021-10-06 14:00,,,,BK,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T14:00:00.000Z
26,26,LAV,2021-10-05 12:00,2021-10-06 15:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T15:00:00.000Z
27,27,LAV,2021-10-05 12:00,2021-10-06 16:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T16:00:00.000Z
28,28,LAV,2021-10-05 12:00,2021-10-06 17:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T17:00:00.000Z
29,29,LAV,2021-10-05 12:00,2021-10-06 18:00,,,,SC,,,0.0,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T18:00:00.000Z
30,30,LAV,2021-10-05 12:00,2021-10-06 19:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T19:00:00.000Z
31,31,LAV,2021-10-05 12:00,2021-10-06 20:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T20:00:00.000Z
32,32,LAV,2021-10-05 12:00,2021-10-06 21:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T21:00:00.000Z
33,33,LAV,2021-10-05 12:00,2021-10-06 22:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T22:00:00.000Z
34,34,LAV,2021-10-05 12:00,2021-10-06 23:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-06T23:00:00.000Z
35,35,LAV,2021-10-05 12:00,2021-10-07 00:00,,,,SC,,,0.0,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-07T00:00:00.000Z
36,36,LAV,2021-10-05 12:00,2021-10-07 01:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-07T01:00:00.000Z
37,37,LAV,2021-10-05 12:00,2021-10-07 02:00,,,,SC,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,8,,,7,,,,,,,,,,,,,,,,,,,,,,0,N,,,2021-10-05T12:00:00.000Z,2021-10-07T02:00:00.000Z
