,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-07-25 12:00,2021-07-25 13:00,,72.0,66.0,OV,210.0,11.0,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,56.0,Y,7,1.0,N,13.0,L,,,,,,,,,,,,,,,,,,80,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T13:00:00.000Z
1,1,LAV,2021-07-25 12:00,2021-07-25 14:00,,72.0,66.0,OV,220.0,11.0,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,55.0,Y,7,0.0,N,12.0,L,,,,,,,,,,,,,,,,,,52,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T14:00:00.000Z
2,2,LAV,2021-07-25 12:00,2021-07-25 15:00,,71.0,65.0,OV,220.0,12.0,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,49.0,Y,7,0.0,N,7.0,N,,,,,,,,,,,,,,,,,,49,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T15:00:00.000Z
3,3,LAV,2021-07-25 12:00,2021-07-25 16:00,,72.0,65.0,OV,220.0,13.0,,,,,,,,,,5,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,5,44.0,Y,7,0.0,N,10.0,N,,,,,,,,,,,,,,,,,,52,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T16:00:00.000Z
4,4,LAV,2021-07-25 12:00,2021-07-25 17:00,,73.0,65.0,OV,220.0,14.0,,,,,,,,,,4,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,5,28.0,N,7,0.0,N,8.0,N,,,,,,,,,,,,,,,,,,42,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T17:00:00.000Z
5,5,LAV,2021-07-25 12:00,2021-07-25 18:00,,74.0,65.0,OV,220.0,14.0,98.0,,,,,,,,,3,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,4,23.0,N,5,0.0,N,7.0,N,,,,,,,,,,,,,,,,,,38,Y,,,2021-07-25T12:00:00.000Z,2021-07-25T18:00:00.000Z
6,6,LAV,2021-07-25 12:00,2021-07-25 19:00,,74.0,65.0,OV,220.0,16.0,,,,,,,,,,4,7,N ,,,,,22.0,,,,,,,,,,,KBOS,,,,,,,,,,4,10.0,N,5,0.0,N,11.0,N,,,,,,,,,,,,,,,,,,18,N,,,2021-07-25T12:00:00.000Z,2021-07-25T19:00:00.000Z
7,7,LAV,2021-07-25 12:00,2021-07-25 20:00,,75.0,66.0,OV,220.0,15.0,,,,,,,,,,4,7,N ,,,,,22.0,,,,,,,,,,,KBOS,,,,,,,,,,3,6.0,N,5,0.0,N,8.0,N,,,,,,,,,,,,,,,,,,17,N,,,2021-07-25T12:00:00.000Z,2021-07-25T20:00:00.000Z
8,8,LAV,2021-07-25 12:00,2021-07-25 21:00,,75.0,66.0,OV,220.0,15.0,,,,,,,,,,4,7,N ,,,,,22.0,,,,,,,,,,,KBOS,,,,,,,,,,3,3.0,N,5,0.0,N,13.0,N,,,,,,,,,,,,,,,,,,20,N,,,2021-07-25T12:00:00.000Z,2021-07-25T21:00:00.000Z
9,9,LAV,2021-07-25 12:00,2021-07-25 22:00,,74.0,67.0,OV,220.0,14.0,,,,,,,,,,4,7,N ,,,,,21.0,,,,,,,,,,,KBOS,,,,,,,,,,3,2.0,N,5,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,7,N,,,2021-07-25T12:00:00.000Z,2021-07-25T22:00:00.000Z
