,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-02-16 00:00,2021-02-16 01:00,,28.0,27.0,OV,360.0,8.0,,,,,,,,,,3,5,N ,92.0,8.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,3.0,81.0,Y,5.0,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T01:00:00.000Z
1,1,LAV,2021-02-16 00:00,2021-02-16 02:00,,28.0,27.0,OV,10.0,8.0,,,,,,,,,,3,5,N ,89.0,11.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,3.0,71.0,Y,4.0,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T02:00:00.000Z
2,2,LAV,2021-02-16 00:00,2021-02-16 03:00,,29.0,28.0,OV,20.0,7.0,,,,,,,,,,3,5,BR,85.0,15.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,3.0,70.0,Y,3.0,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T03:00:00.000Z
3,3,LAV,2021-02-16 00:00,2021-02-16 04:00,,29.0,29.0,OV,40.0,7.0,,,,,,,,,,3,5,BR,69.0,21.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,2.0,66.0,Y,3.0,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T04:00:00.000Z
4,4,LAV,2021-02-16 00:00,2021-02-16 05:00,,30.0,30.0,OV,60.0,7.0,,,,,,,,,,3,5,BR,64.0,18.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,3.0,65.0,Y,3.0,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T05:00:00.000Z
5,5,LAV,2021-02-16 00:00,2021-02-16 06:00,,31.0,31.0,OV,70.0,7.0,70.0,,,,,,,,,3,5,BR,58.0,16.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,3.0,55.0,Y,4.0,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T06:00:00.000Z
6,6,LAV,2021-02-16 00:00,2021-02-16 07:00,,31.0,31.0,OV,80.0,7.0,,,,,,,,,,2,5,BR,56.0,10.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,2.0,66.0,Y,3.0,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T07:00:00.000Z
7,7,LAV,2021-02-16 00:00,2021-02-16 08:00,,33.0,33.0,OV,80.0,8.0,,,,,,,,,,2,5,BR,51.0,10.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,2.0,77.0,Y,3.0,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T08:00:00.000Z
8,8,LAV,2021-02-16 00:00,2021-02-16 09:00,,34.0,34.0,OV,80.0,8.0,,,,,,,,,,2,4,BR,50.0,4.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,2.0,84.0,Y,3.0,0.0,N,4.0,N,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T09:00:00.000Z
9,9,LAV,2021-02-16 00:00,2021-02-16 10:00,,36.0,36.0,OV,70.0,8.0,,,,,,,,,,2,4,BR,48.0,1.0,Z ,,,,,,,,,,,,,KBOS,,,,,,,,,,2.0,95.0,Y,3.0,0.0,N,16.0,L,,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000Z,2021-02-16T10:00:00.000Z
