,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-02-25 18:00,2022-02-25 19:00,,32.0,31.0,OV,60.0,16.0,,,,,,,,,,3,3,BR,0.0,98.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,84.0,Y,3,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,59,Y,,,2022-02-25T18:00:00.000Z,2022-02-25T19:00:00.000Z
1,1,LAV,2022-02-25 18:00,2022-02-25 20:00,,31.0,30.0,OV,60.0,13.0,,,,,,,,,,3,3,BR,0.0,100.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,73.0,Y,2,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,43,Y,,,2022-02-25T18:00:00.000Z,2022-02-25T20:00:00.000Z
2,2,LAV,2022-02-25 18:00,2022-02-25 21:00,,30.0,29.0,OV,50.0,11.0,,,,,,,,,,3,2,BR,0.0,94.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,38.0,N,2,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,39,Y,,,2022-02-25T18:00:00.000Z,2022-02-25T21:00:00.000Z
3,3,LAV,2022-02-25 18:00,2022-02-25 22:00,,29.0,26.0,OV,30.0,10.0,,,,,,,,,,3,3,BR,0.0,95.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,46.0,Y,3,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,31,Y,,,2022-02-25T18:00:00.000Z,2022-02-25T22:00:00.000Z
4,4,LAV,2022-02-25 18:00,2022-02-25 23:00,,28.0,23.0,OV,360.0,12.0,,,,,,,,,,4,3,BR,0.0,94.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,40.0,N,3,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,31,Y,,,2022-02-25T18:00:00.000Z,2022-02-25T23:00:00.000Z
5,5,LAV,2022-02-25 18:00,2022-02-26 00:00,,26.0,18.0,OV,350.0,13.0,80.0,,,,,,,,,4,3,BR,0.0,92.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,30.0,N,3,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,37,Y,,,2022-02-25T18:00:00.000Z,2022-02-26T00:00:00.000Z
6,6,LAV,2022-02-25 18:00,2022-02-26 01:00,,25.0,14.0,OV,340.0,12.0,,,,,,,,,,4,5,BR,0.0,95.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,24.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,12,N,,,2022-02-25T18:00:00.000Z,2022-02-26T01:00:00.000Z
7,7,LAV,2022-02-25 18:00,2022-02-26 02:00,,23.0,11.0,OV,340.0,12.0,,,,,,,,,,4,7,N ,0.0,99.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,23.0,N,6,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,5,N,,,2022-02-25T18:00:00.000Z,2022-02-26T02:00:00.000Z
8,8,LAV,2022-02-25 18:00,2022-02-26 03:00,,22.0,9.0,OV,350.0,10.0,,,,,,,,,,5,7,N ,0.0,99.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,16.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,5,N,,,2022-02-25T18:00:00.000Z,2022-02-26T03:00:00.000Z
9,9,LAV,2022-02-25 18:00,2022-02-26 04:00,,22.0,9.0,OV,340.0,9.0,,,,,,,,,,5,7,N ,0.0,99.0,S ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,11.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-02-25T18:00:00.000Z,2022-02-26T04:00:00.000Z
