,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-04-06 18:00,2022-04-06 19:00,,44.0,42.0,OV,50.0,13.0,,,,,,,,,,3,6,BR,0.0,0.0,R ,,20.0,,,,,,,,,,,KBOS,,,,,,,,,,3,43.0,Y,5,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,19,N,,,2022-04-06T18:00:00.000Z,2022-04-06T19:00:00.000Z
1,1,LAV,2022-04-06 18:00,2022-04-06 20:00,,43.0,42.0,OV,60.0,13.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,29.0,N,5,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2022-04-06T18:00:00.000Z,2022-04-06T20:00:00.000Z
2,2,LAV,2022-04-06 18:00,2022-04-06 21:00,,42.0,41.0,OV,60.0,12.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,16.0,N,5,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2022-04-06T18:00:00.000Z,2022-04-06T21:00:00.000Z
3,3,LAV,2022-04-06 18:00,2022-04-06 22:00,,41.0,41.0,OV,70.0,10.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,11.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-04-06T18:00:00.000Z,2022-04-06T22:00:00.000Z
4,4,LAV,2022-04-06 18:00,2022-04-06 23:00,,41.0,41.0,OV,60.0,9.0,,,,,,,,,,5,6,BR,0.0,2.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,6.0,N,5,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-04-06T18:00:00.000Z,2022-04-06T23:00:00.000Z
5,5,LAV,2022-04-06 18:00,2022-04-07 00:00,,41.0,40.0,OV,60.0,8.0,34.0,,,,,,,,,4,6,N ,0.0,2.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,2.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T00:00:00.000Z
6,6,LAV,2022-04-06 18:00,2022-04-07 01:00,,41.0,40.0,OV,60.0,7.0,,,,,,,,,,4,7,N ,0.0,4.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,1.0,N,6,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T01:00:00.000Z
7,7,LAV,2022-04-06 18:00,2022-04-07 02:00,,42.0,40.0,OV,40.0,6.0,,,,,,,,,,4,7,N ,0.0,4.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T02:00:00.000Z
8,8,LAV,2022-04-06 18:00,2022-04-07 03:00,,42.0,39.0,OV,40.0,6.0,,,,,,,,,,4,6,N ,0.0,4.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T03:00:00.000Z
9,9,LAV,2022-04-06 18:00,2022-04-07 04:00,,42.0,39.0,OV,40.0,5.0,,,,,,,,,,4,6,N ,0.0,4.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T04:00:00.000Z
10,10,LAV,2022-04-06 18:00,2022-04-07 05:00,,42.0,38.0,OV,40.0,5.0,,,,,,,,,,4,7,N ,0.0,3.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T05:00:00.000Z
11,11,LAV,2022-04-06 18:00,2022-04-07 06:00,,42.0,38.0,OV,40.0,5.0,0.0,,,,,,,,,4,6,N ,0.0,3.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T06:00:00.000Z
12,12,LAV,2022-04-06 18:00,2022-04-07 07:00,,42.0,38.0,OV,50.0,5.0,,,,,,,,,,6,7,N ,0.0,3.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,0.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T07:00:00.000Z
13,13,LAV,2022-04-06 18:00,2022-04-07 08:00,,42.0,37.0,OV,50.0,5.0,,,,,,,,,,6,7,N ,0.0,3.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,1.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T08:00:00.000Z
14,14,LAV,2022-04-06 18:00,2022-04-07 09:00,,42.0,37.0,OV,50.0,5.0,,,,,,,,,,6,7,N ,0.0,1.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,3.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-04-06T18:00:00.000Z,2022-04-07T09:00:00.000Z
15,15,LAV,2022-04-06 18:00,2022-04-07 10:00,,41.0,36.0,OV,50.0,6.0,,,,,,,,,,5,7,N ,0.0,1.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,3.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-04-06T18:00:00.000Z,2022-04-07T10:00:00.000Z
16,16,LAV,2022-04-06 18:00,2022-04-07 11:00,,41.0,36.0,OV,60.0,7.0,,,,,,,,,,6,7,N ,0.0,2.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,4.0,N,7,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,4,N,,,2022-04-06T18:00:00.000Z,2022-04-07T11:00:00.000Z
