,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-08-05 12:00,2021-08-05 13:00,,66.0,64.0,OV,20.0,9.0,,,,,,,,,,3,4,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,90.0,Y,4,1.0,N,74.0,H,,,,,,,,,,,,,,,,,,95,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T13:00:00.000Z
1,1,LAV,2021-08-05 12:00,2021-08-05 14:00,,66.0,64.0,OV,20.0,8.0,,,,,,,,,,3,4,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,87.0,Y,4,1.0,N,71.0,H,,,,,,,,,,,,,,,,,,90,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T14:00:00.000Z
2,2,LAV,2021-08-05 12:00,2021-08-05 15:00,,66.0,65.0,OV,20.0,7.0,,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,83.0,Y,4,1.0,N,37.0,M,,,,,,,,,,,,,,,,,,67,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T15:00:00.000Z
3,3,LAV,2021-08-05 12:00,2021-08-05 16:00,,66.0,65.0,OV,30.0,7.0,,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,75.0,Y,4,0.0,N,33.0,M,,,,,,,,,,,,,,,,,,61,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T16:00:00.000Z
4,4,LAV,2021-08-05 12:00,2021-08-05 17:00,,66.0,65.0,OV,40.0,8.0,,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,70.0,Y,4,0.0,N,24.0,M,,,,,,,,,,,,,,,,,,53,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T17:00:00.000Z
5,5,LAV,2021-08-05 12:00,2021-08-05 18:00,,66.0,66.0,OV,50.0,9.0,99.0,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,51.0,Y,3,1.0,N,27.0,M,,,,,,,,,,,,,,,,,,49,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T18:00:00.000Z
6,6,LAV,2021-08-05 12:00,2021-08-05 19:00,,66.0,65.0,OV,40.0,9.0,,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,47.0,Y,3,0.0,N,20.0,L,,,,,,,,,,,,,,,,,,44,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T19:00:00.000Z
7,7,LAV,2021-08-05 12:00,2021-08-05 20:00,,66.0,65.0,OV,30.0,9.0,,,,,,,,,,3,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,42.0,Y,3,0.0,N,17.0,L,,,,,,,,,,,,,,,,,,40,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T20:00:00.000Z
8,8,LAV,2021-08-05 12:00,2021-08-05 21:00,,65.0,65.0,OV,20.0,8.0,,,,,,,,,,2,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,40.0,Y,3,0.0,N,19.0,L,,,,,,,,,,,,,,,,,,30,Y,,,2021-08-05T12:00:00.000Z,2021-08-05T21:00:00.000Z
9,9,LAV,2021-08-05 12:00,2021-08-05 22:00,,65.0,65.0,OV,20.0,7.0,,,,,,,,,,2,3,BR,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,36.0,Y,3,1.0,N,15.0,L,,,,,,,,,,,,,,,,,,22,N,,,2021-08-05T12:00:00.000Z,2021-08-05T22:00:00.000Z
