,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-03-20 06:00,2022-03-20 07:00,,46.0,45.0,OV,180.0,3.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,7.0,N,7,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,48,Y,,,2022-03-20T06:00:00.000Z,2022-03-20T07:00:00.000Z
1,1,LAV,2022-03-20 06:00,2022-03-20 08:00,,47.0,45.0,OV,190.0,3.0,,,,,,,,,,3,6,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,7.0,N,6,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,8,N,,,2022-03-20T06:00:00.000Z,2022-03-20T08:00:00.000Z
2,2,LAV,2022-03-20 06:00,2022-03-20 09:00,,47.0,45.0,OV,240.0,3.0,,,,,,,,,,2,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,4.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-03-20T06:00:00.000Z,2022-03-20T09:00:00.000Z
3,3,LAV,2022-03-20 06:00,2022-03-20 10:00,,47.0,45.0,OV,280.0,3.0,,,,,,,,,,2,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,5.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-03-20T06:00:00.000Z,2022-03-20T10:00:00.000Z
4,4,LAV,2022-03-20 06:00,2022-03-20 11:00,,47.0,45.0,OV,280.0,4.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,4.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,0,N,,,2022-03-20T06:00:00.000Z,2022-03-20T11:00:00.000Z
5,5,LAV,2022-03-20 06:00,2022-03-20 12:00,,47.0,44.0,OV,270.0,4.0,65.0,,,,,,,,,2,1,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,4.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T12:00:00.000Z
6,6,LAV,2022-03-20 06:00,2022-03-20 13:00,,48.0,44.0,OV,270.0,5.0,,,,,,,,,,2,4,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,3.0,N,4,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T13:00:00.000Z
7,7,LAV,2022-03-20 06:00,2022-03-20 14:00,,50.0,43.0,OV,270.0,6.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,2.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T14:00:00.000Z
8,8,LAV,2022-03-20 06:00,2022-03-20 15:00,,51.0,43.0,OV,270.0,7.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,1.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T15:00:00.000Z
9,9,LAV,2022-03-20 06:00,2022-03-20 16:00,,53.0,43.0,OV,260.0,8.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,2.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T16:00:00.000Z
10,10,LAV,2022-03-20 06:00,2022-03-20 17:00,,55.0,43.0,OV,270.0,8.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,3.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T17:00:00.000Z
11,11,LAV,2022-03-20 06:00,2022-03-20 18:00,,56.0,42.0,OV,280.0,9.0,1.0,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,5.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T18:00:00.000Z
12,12,LAV,2022-03-20 06:00,2022-03-20 19:00,,56.0,41.0,OV,280.0,9.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,6.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T19:00:00.000Z
13,13,LAV,2022-03-20 06:00,2022-03-20 20:00,,55.0,41.0,OV,280.0,9.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,16.0,,,,,,,,,,,KBOS,,,,,,,,,,6,6.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,1,N,,,2022-03-20T06:00:00.000Z,2022-03-20T20:00:00.000Z
14,14,LAV,2022-03-20 06:00,2022-03-20 21:00,,53.0,40.0,OV,280.0,9.0,,,,,,,,,,6,7,N ,0.0,0.0,R ,,16.0,,,,,,,,,,,KBOS,,,,,,,,,,6,7.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,2,N,,,2022-03-20T06:00:00.000Z,2022-03-20T21:00:00.000Z
15,15,LAV,2022-03-20 06:00,2022-03-20 22:00,,52.0,39.0,OV,290.0,10.0,,,,,,,,,,6,7,N ,0.0,2.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,8.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,3,N,,,2022-03-20T06:00:00.000Z,2022-03-20T22:00:00.000Z
16,16,LAV,2022-03-20 06:00,2022-03-20 23:00,,50.0,38.0,OV,290.0,10.0,,,,,,,,,,6,7,N ,0.0,2.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,10.0,N,7,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,4,N,,,2022-03-20T06:00:00.000Z,2022-03-20T23:00:00.000Z
17,17,LAV,2022-03-20 06:00,2022-03-21 00:00,,49.0,37.0,OV,290.0,10.0,11.0,,,,,,,,,6,7,N ,0.0,3.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,9.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,6,N,,,2022-03-20T06:00:00.000Z,2022-03-21T00:00:00.000Z
18,18,LAV,2022-03-20 06:00,2022-03-21 01:00,,48.0,36.0,OV,290.0,11.0,,,,,,,,,,6,7,N ,0.0,5.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,6,15.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,7,N,,,2022-03-20T06:00:00.000Z,2022-03-21T01:00:00.000Z
19,19,LAV,2022-03-20 06:00,2022-03-21 02:00,,47.0,35.0,OV,290.0,13.0,,,,,,,,,,6,7,N ,0.0,7.0,R ,,20.0,,,,,,,,,,,KBOS,,,,,,,,,,6,20.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,8,N,,,2022-03-20T06:00:00.000Z,2022-03-21T02:00:00.000Z
