,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2022-04-27 00:00,2022-04-27 01:00,,50.0,49.0,OV,110.0,6.0,,,,,,,,,,3,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,84.0,Y,2,0.0,N,7.0,L,,,,,,,,,,,,,,,,,,49,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T01:00:00.000Z
1,1,LAV,2022-04-27 00:00,2022-04-27 02:00,,50.0,50.0,OV,140.0,6.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,60.0,Y,3,0.0,N,7.0,N,,,,,,,,,,,,,,,,,,19,N,,,2022-04-27T00:00:00.000Z,2022-04-27T02:00:00.000Z
2,2,LAV,2022-04-27 00:00,2022-04-27 03:00,,50.0,50.0,OV,150.0,5.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,58.0,Y,2,0.0,N,8.0,N,,,,,,,,,,,,,,,,,,21,N,,,2022-04-27T00:00:00.000Z,2022-04-27T03:00:00.000Z
3,3,LAV,2022-04-27 00:00,2022-04-27 04:00,,50.0,50.0,OV,200.0,5.0,,,,,,,,,,2,1,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,76.0,Y,2,1.0,N,8.0,N,,,,,,,,,,,,,,,,,,40,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T04:00:00.000Z
4,4,LAV,2022-04-27 00:00,2022-04-27 05:00,,49.0,49.0,OV,250.0,6.0,,,,,,,,,,2,1,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,62.0,Y,2,2.0,N,17.0,L,,,,,,,,,,,,,,,,,,56,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T05:00:00.000Z
5,5,LAV,2022-04-27 00:00,2022-04-27 06:00,,49.0,49.0,OV,290.0,5.0,90.0,,,,,,,,,2,1,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,64.0,Y,4,1.0,N,20.0,L,,,,,,,,,,,,,,,,,,66,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T06:00:00.000Z
6,6,LAV,2022-04-27 00:00,2022-04-27 07:00,,48.0,48.0,OV,300.0,6.0,,,,,,,,,,2,1,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,55.0,Y,4,1.0,N,12.0,L,,,,,,,,,,,,,,,,,,49,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T07:00:00.000Z
7,7,LAV,2022-04-27 00:00,2022-04-27 08:00,,48.0,47.0,OV,300.0,7.0,,,,,,,,,,3,2,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,56.0,Y,5,0.0,N,7.0,N,,,,,,,,,,,,,,,,,,36,Y,,,2022-04-27T00:00:00.000Z,2022-04-27T08:00:00.000Z
8,8,LAV,2022-04-27 00:00,2022-04-27 09:00,,47.0,46.0,OV,300.0,9.0,,,,,,,,,,3,3,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,34.0,N,4,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,25,N,,,2022-04-27T00:00:00.000Z,2022-04-27T09:00:00.000Z
9,9,LAV,2022-04-27 00:00,2022-04-27 10:00,,47.0,45.0,OV,290.0,9.0,,,,,,,,,,5,3,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,5,24.0,N,7,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,15,N,,,2022-04-27T00:00:00.000Z,2022-04-27T10:00:00.000Z
