,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-05-04 12:00,2021-05-04 13:00,,48.0,45.0,OV,30.0,13.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,82.0,Y,5,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,79,Y,,,2021-05-04T12:00:00.000Z,2021-05-04T13:00:00.000Z
1,1,LAV,2021-05-04 12:00,2021-05-04 14:00,,47.0,45.0,OV,30.0,13.0,,,,,,,,,,3,5,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,64.0,Y,5,0.0,N,6.0,N,,,,,,,,,,,,,,,,,,63,Y,,,2021-05-04T12:00:00.000Z,2021-05-04T14:00:00.000Z
2,2,LAV,2021-05-04 12:00,2021-05-04 15:00,,46.0,45.0,OV,30.0,13.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,54.0,Y,5,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,40,Y,,,2021-05-04T12:00:00.000Z,2021-05-04T15:00:00.000Z
3,3,LAV,2021-05-04 12:00,2021-05-04 16:00,,45.0,45.0,OV,30.0,12.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,27.0,N,5,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,22,N,,,2021-05-04T12:00:00.000Z,2021-05-04T16:00:00.000Z
4,4,LAV,2021-05-04 12:00,2021-05-04 17:00,,45.0,45.0,OV,30.0,12.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,21.0,N,5,0.0,N,1.0,N,,,,,,,,,,,,,,,,,,8,N,,,2021-05-04T12:00:00.000Z,2021-05-04T17:00:00.000Z
5,5,LAV,2021-05-04 12:00,2021-05-04 18:00,,45.0,45.0,OV,30.0,13.0,97.0,,,,,,,,,3,5,HZ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,28.0,N,5,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-05-04T12:00:00.000Z,2021-05-04T18:00:00.000Z
6,6,LAV,2021-05-04 12:00,2021-05-04 19:00,,45.0,45.0,OV,30.0,13.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,13.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-05-04T12:00:00.000Z,2021-05-04T19:00:00.000Z
7,7,LAV,2021-05-04 12:00,2021-05-04 20:00,,46.0,46.0,OV,40.0,11.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,19.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-05-04T12:00:00.000Z,2021-05-04T20:00:00.000Z
8,8,LAV,2021-05-04 12:00,2021-05-04 21:00,,46.0,45.0,OV,40.0,10.0,,,,,,,,,,4,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,6.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-05-04T12:00:00.000Z,2021-05-04T21:00:00.000Z
9,9,LAV,2021-05-04 12:00,2021-05-04 22:00,,45.0,44.0,OV,50.0,9.0,,,,,,,,,,4,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,4,5.0,N,7,0.0,N,0.0,N,,,,,,,,,,,,,,,,,,4,N,,,2021-05-04T12:00:00.000Z,2021-05-04T22:00:00.000Z
