station,valid,metar
BOS,7/30/2021 4:54,KBOS 300454Z 19017KT 10SM OVC012 21/19 A2965 RMK AO2 RAE03B12E27 SLP041 CB MOV E P0000 T02110189 402720189 $
BOS,7/30/2021 5:44,KBOS 300544Z 34007KT 280V020 2 1/2SM +RA BKN009 OVC028 22/19 A2965 RMK AO2 RAB42 P0000 T02170189 $
BOS,7/30/2021 5:54,KBOS 300554Z 31007G16KT 2SM R04R/4000VP6000FT +RA BR BKN009 BKN018 OVC046 21/18 A2965 RMK AO2 RAB42 SLP038 P0005 60006 T02060183 10222 20206 56021 $
BOS,7/30/2021 6:01,KBOS 300601Z 31005KT 4SM R04R/4000VP6000FT -RA BR SCT009 BKN015 OVC022 21/18 A2965 RMK AO2 P0009 T02060183 $
BOS,7/30/2021 6:16,KBOS 300616Z 29004KT 10SM SCT015 BKN038 OVC047 21/18 A2964 RMK AO2 RAE14 CIG 020 E P0009 T02060178 $
BOS,7/30/2021 6:54,KBOS 300654Z 32004KT 10SM SCT013 OVC047 21/18 A2962 RMK AO2 RAE14 SLP031 P0009 T02060178 $
BOS,7/30/2021 7:03,KBOS 300703Z 31005KT 10SM SCT013 BKN019 OVC047 21/18 A2962 RMK AO2 T02060178 $
BOS,7/30/2021 7:37,KBOS 300737Z 30005KT 10SM SCT019 BKN034 OVC045 21/18 A2962 RMK AO2 T02110178 $
BOS,7/30/2021 7:54,KBOS 300754Z 31006KT 10SM SCT019 BKN034 OVC045 21/18 A2962 RMK AO2 SLP030 T02110178 $
BOS,7/30/2021 8:54,KBOS 300854Z 30010KT 10SM FEW015 SCT028 20/17 A2963 RMK AO2 SLP034 60009 T02000172 55004 $
BOS,7/30/2021 9:54,KBOS 300954Z 30010KT 10SM FEW015 FEW030 19/17 A2964 RMK AO2 SLP035 T01940167 $
BOS,7/30/2021 10:54,KBOS 301054Z 27009KT 10SM FEW018 FEW065 20/17 A2965 RMK AO2 SLP039 T02000167 $
BOS,7/30/2021 11:54,KBOS 301154Z 29013KT 10SM FEW060 22/17 A2967 RMK AO2 SLP046 60009 70015 T02170167 10217 20194 53012
BOS,7/30/2021 12:54,KBOS 301254Z 32012KT 280V350 10SM FEW030 FEW090 23/16 A2967 RMK AO2 SLP046 T02280161
BOS,7/30/2021 13:54,KBOS 301354Z 33013G22KT 10SM FEW028 24/16 A2968 RMK AO2 SLP050 T02440156
BOS,7/30/2021 14:54,KBOS 301454Z 30012KT 10SM FEW030 26/16 A2968 RMK AO2 SLP051 T02560156 53005
BOS,7/30/2021 15:54,KBOS 301554Z 32010KT 10SM FEW042 27/14 A2969 RMK AO2 SLP054 T02670144
BOS,7/30/2021 16:54,KBOS 301654Z 32012KT 10SM SCT041 26/14 A2970 RMK AO2 SLP056 T02610144
BOS,7/30/2021 17:54,KBOS 301754Z 28016G22KT 10SM SCT049 28/13 A2968 RMK AO2 SLP051 T02780133 10278 20217 58001
BOS,7/30/2021 18:54,KBOS 301854Z 32014G24KT 10SM SCT055 BKN070 BKN110 27/13 A2970 RMK AO2 WSHFT 1839 SLP056 TCU DSNT N-NE T02670133
BOS,7/30/2021 19:54,KBOS 301954Z 32016KT 10SM BKN085 BKN110 27/14 A2970 RMK AO2 WSHFT 1841 SLP057 TCU DSNT NE AND E T02670139
BOS,7/30/2021 20:54,KBOS 302054Z 29012KT 10SM FEW050 BKN090TCU 27/13 A2971 RMK AO2 SLP059 TCU N TCU DSNT W T02720133 51008
BOS,7/30/2021 21:54,KBOS 302154Z 33013G20KT 10SM FEW070 BKN090 BKN150 26/12 A2973 RMK AO2 SLP066 T02560122
BOS,7/30/2021 22:54,KBOS 302254Z 32015G22KT 10SM FEW050 BKN085 25/11 A2976 RMK AO2 SLP076 T02500111
BOS,7/30/2021 23:54,KBOS 302354Z 31016G20KT 10SM FEW090 FEW100 23/09 A2979 RMK AO2 SLP087 T02330094 10289 20233 53028
BOS,7/31/2021 0:54,KBOS 310054Z 30012KT 10SM FEW090 22/09 A2982 RMK AO2 SLP098 T02220089
BOS,7/31/2021 1:54,KBOS 310154Z 32012KT 10SM FEW060 21/08 A2986 RMK AO2 SLP110 T02110083
BOS,7/31/2021 2:54,KBOS 310254Z 32010KT 10SM FEW060 21/08 A2988 RMK AO2 SLP116 T02060083 51029
BOS,7/31/2021 3:54,KBOS 310354Z 31007KT 10SM CLR 19/08 A2989 RMK AO2 SLP122 T01940083
BOS,7/31/2021 4:54,KBOS 310454Z 32007KT 10SM CLR 18/08 A2989 RMK AO2 SLP121 T01830078 402890183
BOS,7/31/2021 5:54,KBOS 310554Z 29010KT 10SM CLR 18/08 A2990 RMK AO2 SLP124 T01780078 10233 20178 51007
BOS,7/31/2021 6:54,KBOS 310654Z 29010KT 10SM FEW140 17/07 A2988 RMK AO2 SLP118 T01720072
BOS,7/31/2021 7:54,KBOS 310754Z 28010KT 10SM FEW140 17/07 A2989 RMK AO2 SLP121 T01670072
BOS,7/31/2021 8:54,KBOS 310854Z 28011KT 10SM FEW060 FEW140 16/08 A2989 RMK AO2 SLP122 T01610078 55002
BOS,7/31/2021 9:54,KBOS 310954Z 30013KT 10SM FEW060 FEW140 16/07 A2990 RMK AO2 SLP125 T01610072
BOS,7/31/2021 10:54,KBOS 311054Z 30009KT 10SM FEW060 FEW140 17/07 A2991 RMK AO2 SLP128 T01670072
BOS,7/31/2021 11:54,KBOS 311154Z 31011KT 10SM FEW100 FEW250 18/07 A2992 RMK AO2 SLP131 T01780072 10178 20161 52008
BOS,7/31/2021 12:54,KBOS 311254Z 30013KT 10SM FEW100 FEW250 19/07 A2993 RMK AO2 SLP135 T01890072
BOS,7/31/2021 13:54,KBOS 311354Z 29011G17KT 10SM FEW060 FEW250 20/08 A2993 RMK AO2 SLP135 T02000078
BOS,7/31/2021 14:54,KBOS 311454Z 31011G16KT 10SM FEW100 FEW250 21/08 A2993 RMK AO2 SLP134 T02110083 50003
BOS,7/31/2021 16:54,KBOS 311654Z 25007KT 10SM FEW040 FEW250 24/09 A2991 RMK AO2 SLP129 T02390094
BOS,7/31/2021 17:54,KBOS 311754Z VRB05KT 10SM SCT055 24/09 A2990 RMK AO2 SLP125 T02390094 10244 20178 58009
BOS,7/31/2021 18:54,KBOS 311854Z 23008KT 10SM SCT060 SCT220 SCT250 24/09 A2990 RMK AO2 SLP124 T02440089
BOS,7/31/2021 19:54,KBOS 311954Z 29011KT 10SM SCT060 SCT220 SCT250 25/08 A2990 RMK AO2 SLP123 T02500078
BOS,7/31/2021 20:54,KBOS 312054Z 25009KT 10SM SCT065 SCT220 BKN250 24/09 A2990 RMK AO2 SLP124 T02440089 55001
BOS,7/31/2021 21:54,KBOS 312154Z 29013KT 10SM SCT065 BKN250 26/08 A2989 RMK AO2 SLP123 T02560083
BOS,7/31/2021 22:54,KBOS 312254Z 30010KT 280V350 10SM SCT065 SCT150 SCT250 24/07 A2990 RMK AO2 SLP124 T02390072
BOS,7/31/2021 23:54,KBOS 312354Z 27010KT 10SM FEW065 FEW220 23/08 A2991 RMK AO2 SLP128 T02280083 10261 20228 53004
BOS,8/1/2021 0:54,KBOS 010054Z 28006KT 10SM FEW180 FEW250 22/09 A2993 RMK AO2 SLP135 T02220094
BOS,8/1/2021 1:54,KBOS 010154Z 29006KT 10SM SCT250 22/09 A2994 RMK AO2 SLP139 T02170094
BOS,8/1/2021 2:54,KBOS 010254Z 28005KT 10SM FEW250 21/09 A2994 RMK AO2 SLP138 T02110094 50010
BOS,8/1/2021 3:54,KBOS 010354Z 28006KT 10SM CLR 21/09 A2993 RMK AO2 SLP135 T02060094
BOS,8/1/2021 4:54,KBOS 010454Z 28006KT 10SM CLR 20/10 A2994 RMK AO2 SLP137 T02000100 402610161
BOS,8/1/2021 5:54,KBOS 010554Z 27007KT 10SM FEW140 19/10 A2994 RMK AO2 SLP137 T01940100 10228 20194 56001
BOS,8/1/2021 6:54,KBOS 010654Z 29006KT 10SM FEW250 19/10 A2993 RMK AO2 SLP134 T01890100
BOS,8/1/2021 7:54,KBOS 010754Z 29004KT 10SM SCT110 18/10 A2993 RMK AO2 SLP133 T01830100
BOS,8/1/2021 8:54,KBOS 010854Z 00000KT 10SM CLR 18/11 A2993 RMK AO2 SLP135 T01780111 55002
BOS,8/1/2021 9:54,KBOS 010954Z 00000KT 10SM FEW100 FEW250 18/11 A2995 RMK AO2 SLP141 T01830111
BOS,8/1/2021 10:54,KBOS 011054Z 21004KT 10SM FEW100 FEW250 18/12 A2995 RMK AO2 SLP142 T01780117
BOS,8/1/2021 11:54,KBOS 011154Z 23003KT 10SM FEW100 FEW250 21/11 A2996 RMK AO2 SLP145 T02110106 10211 20167 51009 $
BOS,8/1/2021 12:54,KBOS 011254Z 17005KT 10SM FEW100 FEW250 21/12 A2995 RMK AO2 SLP143 T02110122 $
BOS,8/1/2021 13:54,KBOS 011354Z 18009KT 10SM FEW250 23/11 A2994 RMK AO2 SLP139 T02330111 $
BOS,8/1/2021 15:54,KBOS 011554Z 19006KT 10SM FEW035 SCT150 SCT250 24/11 A2994 RMK AO2 SLP139 T02440106
BOS,8/1/2021 16:54,KBOS 011654Z 14006KT 10SM FEW035 SCT150 SCT250 25/11 A2993 RMK AO2 SLP134 T02500111
BOS,8/1/2021 17:54,KBOS 011754Z 12010KT 10SM FEW035 SCT150 BKN250 24/12 A2991 RMK AO2 SLP128 T02390122 10256 20206 58010
BOS,8/1/2021 18:54,KBOS 011854Z 10012KT 10SM FEW035 BKN170 BKN250 24/13 A2990 RMK AO2 SLP123 T02440133
BOS,8/1/2021 19:54,KBOS 011954Z 10014KT 10SM FEW035 BKN170 BKN250 24/14 A2988 RMK AO2 SLP118 T02390144 $
BOS,8/1/2021 20:54,KBOS 012054Z 11017KT 10SM FEW035 BKN150 BKN250 23/12 A2988 RMK AO2 SLP116 T02330122 56012 $
BOS,8/1/2021 21:54,KBOS 012154Z 11016KT 10SM FEW042 BKN130 BKN250 22/16 A2986 RMK AO2 SLP111 T02220156 $
BOS,8/1/2021 22:54,KBOS 012254Z 12011KT 10SM FEW042 BKN110 BKN250 22/16 A2986 RMK AO2 SLP111 T02220161 $
BOS,8/1/2021 23:54,KBOS 012354Z 21008KT 10SM FEW042 BKN110 OVC250 23/14 A2987 RMK AO2 SLP113 T02280144 10256 20222 55003 $
BOS,8/2/2021 0:54,KBOS 020054Z 20009KT 10SM FEW065 BKN100 OVC250 22/13 A2988 RMK AO2 SLP117 T02220133 $
BOS,8/2/2021 1:54,KBOS 020154Z 17007KT 10SM FEW065 BKN110 BKN250 22/14 A2988 RMK AO2 SLP117 T02170144 $
BOS,8/2/2021 2:54,KBOS 020254Z 20006KT 10SM FEW065 SCT100 BKN250 21/15 A2987 RMK AO2 SLP116 T02110150 50003 $
BOS,8/2/2021 3:54,KBOS 020354Z 19006KT 10SM FEW060 OVC100 21/16 A2985 RMK AO2 SLP108 T02060156 $
BOS,8/2/2021 4:54,KBOS 020454Z 17005KT 10SM SCT060 OVC100 20/16 A2984 RMK AO2 SLP103 T02000156 402560167 $
BOS,8/2/2021 5:54,KBOS 020554Z 17003KT 10SM FEW060 BKN100 20/16 A2982 RMK AO2 SLP098 T02000156 10233 20200 56018 $
BOS,8/2/2021 6:54,KBOS 020654Z 24006KT 10SM FEW090 SCT110 20/13 A2983 RMK AO2 SLP099 T02000133 $
BOS,8/2/2021 7:54,KBOS 020754Z 19005KT 10SM FEW090 BKN150 BKN220 19/14 A2981 RMK AO2 SLP095 T01890139 $
BOS,8/2/2021 8:54,KBOS 020854Z 21005KT 10SM BKN055 BKN150 20/15 A2982 RMK AO2 SLP096 T02000150 58002 $
BOS,8/2/2021 9:54,KBOS 020954Z 22006KT 10SM BKN060 BKN070 BKN150 BKN250 20/14 A2982 RMK AO2 SLP097 T02000144 $
BOS,8/2/2021 10:54,KBOS 021054Z 21006KT 10SM FEW060 FEW150 SCT250 20/16 A2982 RMK AO2 SLP096 T02000156 $
BOS,8/2/2021 11:54,KBOS 021154Z 28008KT 10SM FEW025 FEW060 SCT250 22/16 A2983 RMK AO2 SLP100 T02170156 10217 20189 53004
BOS,8/2/2021 12:54,KBOS 021254Z 29012KT 10SM FEW025 FEW060 SCT250 23/14 A2983 RMK AO2 SLP100 T02330144
BOS,8/2/2021 13:54,KBOS 021354Z 30009KT 10SM FEW025 FEW060 SCT250 24/14 A2983 RMK AO2 SLP100 T02390144
BOS,8/2/2021 14:54,KBOS 021454Z 29012G18KT 10SM FEW035 FEW060 SCT250 25/14 A2984 RMK AO2 SLP105 T02500139 53005
BOS,8/2/2021 15:54,KBOS 021554Z 32015G20KT 10SM SCT035 SCT050 SCT250 26/13 A2985 RMK AO2 SLP107 T02610133
BOS,8/2/2021 16:54,KBOS 021654Z 30012G21KT 10SM FEW038 SCT050 BKN250 26/13 A2986 RMK AO2 SLP111 T02560128
BOS,8/2/2021 17:54,KBOS 021754Z 32016G21KT 10SM FEW034 SCT055 BKN250 27/13 A2987 RMK AO2 SLP115 T02720128 10272 20217 53009
BOS,8/2/2021 18:54,KBOS 021854Z 32011G21KT 280V350 10SM FEW038 SCT065 SCT250 28/13 A2987 RMK AO2 SLP116 T02780128
BOS,8/2/2021 19:54,KBOS 021954Z 31011G19KT 10SM SCT055 BKN250 28/13 A2989 RMK AO2 SLP121 T02780128
BOS,8/2/2021 20:54,KBOS 022054Z 30010KT 10SM SCT055 27/12 A2991 RMK AO2 SLP128 T02720122 53013
BOS,8/2/2021 21:54,KBOS 022154Z 32010KT 10SM FEW050 27/12 A2993 RMK AO2 SLP134 T02720122
BOS,8/2/2021 22:54,KBOS 022254Z 33008KT 10SM FEW050 26/12 A2995 RMK AO2 SLP142 T02610117
BOS,8/2/2021 23:54,KBOS 022354Z 34004KT 10SM FEW050 25/12 A2998 RMK AO2 SLP150 T02500117 10283 20250 53022
BOS,8/3/2021 0:54,KBOS 030054Z 01005KT 10SM FEW050 24/12 A3000 RMK AO2 SLP158 T02440117
BOS,8/3/2021 1:54,KBOS 030154Z 30003KT 10SM FEW060 25/12 A3002 RMK AO2 SLP164 T02500117
BOS,8/3/2021 2:54,KBOS 030254Z 25003KT 10SM FEW060 23/13 A3003 RMK AO2 SLP168 T02330128 51018
BOS,8/3/2021 3:54,KBOS 030354Z 26004KT 10SM FEW060 23/13 A3004 RMK AO2 SLP172 T02280133
BOS,8/3/2021 4:54,KBOS 030454Z 28003KT 10SM FEW060 22/13 A3006 RMK AO2 SLP180 T02170133 402830189
BOS,8/3/2021 5:54,KBOS 030554Z 29010KT 10SM FEW060 21/13 A3007 RMK AO2 SLP182 T02110133 10256 20211 51014
BOS,8/3/2021 6:54,KBOS 030654Z 30006KT 10SM FEW060 FEW250 20/13 A3008 RMK AO2 SLP186 T02000133
BOS,8/3/2021 7:54,KBOS 030754Z 00000KT 10SM FEW060 FEW250 19/13 A3009 RMK AO2 SLP187 T01940128
BOS,8/3/2021 8:54,KBOS 030854Z 00000KT 10SM FEW055 FEW250 18/13 A3009 RMK AO2 SLP190 T01830128 51008
BOS,8/3/2021 9:54,KBOS 030954Z 00000KT 10SM FEW055 FEW250 19/13 A3010 RMK AO2 SLP194 T01940133
BOS,8/3/2021 10:54,KBOS 031054Z 00000KT 10SM BKN250 20/13 A3011 RMK AO2 SLP197 T02000133
BOS,8/3/2021 11:54,KBOS 031154Z 00000KT 10SM BKN250 22/13 A3011 RMK AO2 SLP196 T02220128 10228 20183 50006
BOS,8/3/2021 12:54,KBOS 031254Z 00000KT 10SM BKN250 23/12 A3012 RMK AO2 SLP200 T02330117
BOS,8/3/2021 13:54,KBOS 031354Z 12004KT 10SM FEW200 BKN250 23/13 A3012 RMK AO2 SLP200 T02330133
BOS,8/3/2021 14:54,KBOS 031454Z 12006KT 10SM BKN250 23/11 A3014 RMK AO2 SLP204 T02330106 53008
BOS,8/3/2021 15:54,KBOS 031554Z 12007KT 10SM FEW050 BKN200 OVC250 23/11 A3012 RMK AO2 SLP200 T02330111
BOS,8/3/2021 16:54,KBOS 031654Z 12007KT 10SM FEW050 SCT140 OVC200 24/12 A3012 RMK AO2 SLP198 T02390117
BOS,8/3/2021 17:54,KBOS 031754Z 12008KT 10SM FEW021 SCT060 BKN140 OVC200 23/13 A3011 RMK AO2 SLP195 T02330133 10244 20222 56009
BOS,8/3/2021 18:54,KBOS 031854Z 12009KT 10SM FEW023 FEW060 SCT140 OVC220 24/14 A3010 RMK AO2 SLP192 T02390144
BOS,8/3/2021 19:54,KBOS 031954Z 12009KT 10SM FEW023 FEW055 SCT140 OVC220 23/17 A3009 RMK AO2 SLP188 T02330172
BOS,8/3/2021 20:54,KBOS 032054Z 11008KT 10SM FEW023 FEW055 SCT140 OVC220 23/18 A3008 RMK AO2 SLP185 T02330178 57010
BOS,8/3/2021 21:54,KBOS 032154Z 13006KT 10SM FEW023 SCT055 SCT140 OVC220 23/18 A3008 RMK AO2 SLP185 T02280178
BOS,8/3/2021 22:54,KBOS 032254Z 19007KT 10SM FEW055 FEW140 BKN220 OVC300 25/16 A3008 RMK AO2 SLP184 T02500156
BOS,8/3/2021 23:54,KBOS 032354Z 19006KT 10SM FEW050 FEW140 BKN220 OVC300 23/16 A3008 RMK A02 SLP187 T02330156 10250 20228 53002
BOS,8/4/2021 0:54,KBOS 040054Z 19005KT 10SM FEW050 FEW140 BKN220 OVC300 22/16 A3009 RMK AO2 SLP190 T02220156
BOS,8/4/2021 1:54,KBOS 040154Z 18004KT 10SM FEW050 OVC250 22/16 A3009 RMK AO2 SLP189 T02220156
BOS,8/4/2021 2:54,KBOS 040254Z 20005KT 10SM OVC250 22/16 A3010 RMK AO2 SLP192 T02170161 51005
BOS,8/4/2021 3:54,KBOS 040354Z 19005KT 10SM OVC250 21/16 A3009 RMK AO2 SLP190 T02110161
BOS,8/4/2021 4:54,KBOS 040454Z 21005KT 10SM OVC250 21/16 A3009 RMK AO2 SLP189 T02110161 402500183
BOS,8/4/2021 5:54,KBOS 040554Z 24006KT 10SM OVC250 21/17 A3008 RMK AO2 SLP186 T02110167 10233 20206 58006
BOS,8/4/2021 6:54,KBOS 040654Z 26004KT 10SM OVC250 21/16 A3008 RMK AO2 SLP186 T02110161
BOS,8/4/2021 7:54,KBOS 040754Z 00000KT 10SM OVC250 21/16 A3009 RMK AO2 SLP187 T02110161
BOS,8/4/2021 8:54,KBOS 040854Z 00000KT 10SM OVC250 21/17 A3009 RMK AO2 SLP189 T02060167 53003
BOS,8/4/2021 9:54,KBOS 040954Z 00000KT 10SM BKN200 OVC250 21/16 A3010 RMK AO2 SLP193 T02060156
BOS,8/4/2021 10:54,KBOS 041054Z 00000KT 10SM BKN200 OVC250 21/16 A3012 RMK AO2 SLP200 T02110161
BOS,8/4/2021 11:54,KBOS 041154Z 11003KT 10SM FEW140 SCT200 BKN250 21/17 A3013 RMK AO2 SLP203 T02110172 10217 20200 51014
BOS,8/4/2021 12:54,KBOS 041254Z 11003KT 10SM FEW140 FEW200 BKN250 22/17 A3015 RMK AO2 SLP210 T02220167
BOS,8/4/2021 13:54,KBOS 041354Z 12004KT 10SM FEW140 FEW200 BKN250 22/17 A3016 RMK AO2 SLP212 T02220172
BOS,8/4/2021 14:54,KBOS 041454Z 10004KT 10SM FEW050 FEW140 OVC230 23/16 A3017 RMK AO2 SLP217 T02330156 51014
BOS,8/4/2021 15:54,KBOS 041554Z 10007KT 10SM FEW050 FEW140 OVC230 23/16 A3018 RMK AO2 SLP218 T02330161 $
BOS,8/4/2021 16:54,KBOS 041654Z 08009KT 10SM FEW040 FEW140 OVC200 23/17 A3018 RMK A02 SLP219 T02280172
BOS,8/4/2021 17:54,KBOS 041754Z 10009KT 10SM FEW040 FEW140 OVC200 23/17 A3017 RMK A02 SLP217 T02330172 10239 20211 50000
BOS,8/4/2021 18:54,KBOS 041854Z 10011KT 10SM FEW034 FEW140 OVC170 23/17 A3018 RMK AO2 SLP218 T02330172 $
BOS,8/4/2021 19:54,KBOS 041954Z 11010KT 10SM FEW026 BKN044 OVC110 23/19 A3017 RMK AO2 SLP217 T02280189 $
BOS,8/4/2021 20:54,KBOS 042054Z 13007KT 9SM FEW011 FEW023 OVC038 23/18 A3016 RMK AO2 SLP214 T02280178 58003 $
BOS,8/4/2021 21:54,KBOS 042154Z 14008KT 10SM FEW011 FEW023 BKN043 OVC140 23/17 A3017 RMK AO2 SLP216 T02280172 $
BOS,8/4/2021 22:54,KBOS 042254Z 13009KT 7SM -RA FEW011 FEW025 BKN050 OVC140 21/18 A3019 RMK AO2 RAB35 SLP221 P0000 T02110178 $
BOS,8/4/2021 23:54,KBOS 042354Z 08014KT 5SM -RA BR FEW024 SCT050 BKN110 OVC200 19/17 A3014 RMK AO2 SLP205 P0002 60002 T01940172 10233 20194 58009 $
BOS,8/5/2021 0:54,KBOS 050054Z 13010KT 10SM -RA FEW025 FEW049 BKN090 OVC200 19/17 A3018 RMK AO2 SLP219 P0001 T01890167 $
BOS,8/5/2021 1:45,KBOS 050145Z 11008KT 8SM FEW003 BKN050 OVC200 19/17 A3019 RMK AO2 RAE40 P0000 T01940172 $
BOS,8/5/2021 1:54,KBOS 050154Z 11009KT 10SM FEW003 BKN041 OVC200 19/17 A3019 RMK AO2 RAE40 SLP224 P0000 T01890172 $
BOS,8/5/2021 2:15,KBOS 050215Z 09009KT 10SM FEW003 BKN016 OVC050 19/17 A3018 RMK AO2 T01940172 $
BOS,8/5/2021 2:41,KBOS 050241Z 08008KT 10SM FEW003 SCT016 OVC033 19/17 A3018 RMK AO2 RAB18E38 P0000 T01890172 $
BOS,8/5/2021 2:54,KBOS 050254Z 08008KT 10SM FEW003 FEW015 OVC033 19/17 A3018 RMK AO2 RAB18E38 SLP219 P0000 60001 T01890172 50014 $
BOS,8/5/2021 3:12,KBOS 050312Z 07009KT 4SM RA BR BKN024 OVC033 19/17 A3017 RMK AO2 RAB0257 P0002 T01890167 $
BOS,8/5/2021 3:25,KBOS 050325Z 05009KT 2 1/2SM +RA BR FEW008 BKN026 OVC033 19/17 A3017 RMK AO2 RAB0257 P0007 T01890167 $
BOS,8/5/2021 3:39,KBOS 050339Z 06010KT 3SM RA BR FEW006 BKN011 OVC029 19/17 A3016 RMK AO2 RAB0257 P0010 T01890167 $
BOS,8/5/2021 3:54,KBOS 050354Z 05010KT 3SM +RA BR FEW006 BKN014 OVC029 19/17 A3015 RMK AO2 RAB0257 SLP210 P0016 T01890172 $
BOS,8/5/2021 4:09,KBOS 050409Z 05010KT 3SM +RA BR SCT004 SCT009 OVC015 18/17 A3016 RMK AO2 P0007 T01830172 $
BOS,8/5/2021 4:16,KBOS 050416Z 04008KT 2 1/2SM +RA BR SCT004 BKN012 OVC017 19/17 A3016 RMK AO2 P0011 T01890172 $
BOS,8/5/2021 4:54,KBOS 050454Z 03011KT 2 1/2SM +RA BR SCT005 OVC014 19/17 A3014 RMK AO2 SLP204 P0035 T01890172 402390183 $
BOS,8/5/2021 5:15,KBOS 050515Z 03009KT 2 1/2SM +RA BR BKN007 OVC013 18/17 A3014 RMK AO2 P0015 T01830172 $
BOS,8/5/2021 5:36,KBOS 050536Z 04010KT 2 1/2SM RA BR SCT007 OVC012 18/17 A3013 RMK AO2 P0025 T01830167 $
BOS,8/5/2021 5:54,KBOS 050554Z 01009KT 4SM RA BR SCT007 OVC012 19/17 A3013 RMK AO2 SLP201 P0027 60079 T01890172 10194 20183 56018 $
BOS,8/5/2021 6:54,KBOS 050654Z 02009KT 6SM -RA BR BKN007 OVC011 19/17 A3011 RMK AO2 SLP194 P0007 T01890172 $
BOS,8/5/2021 7:54,KBOS 050754Z 02009KT 10SM -RA OVC007 19/17 A3010 RMK AO2 RAE25B54 SLP191 P0001 T01890172 $
BOS,8/5/2021 8:10,KBOS 050810Z 02008KT 2 1/2SM RA BR BKN007 OVC011 19/17 A3009 RMK AO2 P0005 T01890172 $
BOS,8/5/2021 8:36,KBOS 050836Z 02008KT 4SM -RA BR BKN007 OVC012 19/17 A3008 RMK AO2 P0010 T01890172 $
BOS,8/5/2021 8:54,KBOS 050854Z 01010KT 6SM -RA BR BKN007 OVC012 19/17 A3008 RMK AO2 SLP187 P0011 60019 T01890172 56015 $
BOS,8/5/2021 9:54,KBOS 050954Z 01011KT 4SM -RA BR OVC007 19/17 A3009 RMK AO2 SLP188 P0005 T01890172 $
BOS,8/5/2021 10:54,KBOS 051054Z 02009KT 5SM -RA BR OVC006 19/17 A3010 RMK AO2 RAE00B17 SLP192 P0001 T01890172 $
BOS,8/5/2021 11:02,KBOS 051102Z 01007KT 1 1/2SM R04R/4000VP6000FT +RA BR OVC006 19/17 A3011 RMK AO2 P0000 T01890172 $
BOS,8/5/2021 11:17,KBOS 051117Z 01007KT 2 1/2SM R04R/4500VP6000FT +RA BR OVC006 19/17 A3011 RMK AO2 P0011 T01890172 $
BOS,8/5/2021 11:54,KBOS 051154Z 02012KT 2 1/2SM +RA BR SCT006 BKN039 OVC070 19/17 A3010 RMK AO2 SLP192 P0027 60052 70133 T01890172 10189 20183 50005
BOS,8/5/2021 12:08,KBOS 051208Z 02010KT 2 1/2SM +RA BR BKN008 BKN055 OVC070 19/17 A3010 RMK AO2 P0007 T01890172
BOS,8/5/2021 12:43,KBOS 051243Z 03010KT 4SM -RA BR BKN007 OVC012 19/17 A3010 RMK AO2 P0016 T01890172 $
BOS,8/5/2021 12:54,KBOS 051254Z 01007KT 3SM +RA BR OVC009 19/17 A3011 RMK AO2 SLP194 P0019 T01890172 $
BOS,8/5/2021 13:28,KBOS 051328Z 03012KT 4SM RA BR SCT007 BKN011 OVC017 19/17 A3009 RMK AO2 P0014 T01890172 $
BOS,8/5/2021 13:54,KBOS 051354Z 03009KT 4SM RA BR BKN009 OVC017 19/17 A3010 RMK AO2 SLP192 P0020 T01890172 $
BOS,8/5/2021 14:10,KBOS 051410Z 02012KT 2SM R04R/4000VP6000FT +RA BR BKN009 OVC016 19/17 A3009 RMK AO2 P0005 T01890172
BOS,8/5/2021 14:45,KBOS 051445Z 03011KT 6SM -RA BR BKN009 OVC028 19/17 A3008 RMK AO2 P0016 T01890172
BOS,8/5/2021 14:54,KBOS 051454Z 02011KT 6SM BR OVC009 19/17 A3008 RMK AO2 RAE47 SLP186 P0016 60055 T01890172 58006
BOS,8/5/2021 15:28,KBOS 051528Z 03014KT 2 1/2SM R04R/6000VP6000FT -RA BR BKN009 OVC015 19/17 A3006 RMK AO2 RAB24 P0000 T01890172
BOS,8/5/2021 15:46,KBOS 051546Z 02012KT 6SM -RA BR OVC008 19/17 A3007 RMK AO2 RAB24 P0001 T01940172
BOS,8/5/2021 15:54,KBOS 051554Z 02011KT 6SM -RA BR OVC008 19/18 A3007 RMK AO2 RAB24 SLP182 P0002 T01940178
BOS,8/5/2021 16:44,KBOS 051644Z 36009KT 1 1/2SM R04R/4500VP6000FT RA BR OVC007 19/18 A3007 RMK AO2 RAE11B29 P0000 T01940178
BOS,8/5/2021 16:52,KBOS 051652Z 35011KT 3SM -RA BR OVC007 19/17 A3007 RMK AO2 RAE11B29 P0001
BOS,8/5/2021 16:54,KBOS 051654Z 36010KT 4SM -RA BR OVC007 19/17 A3007 RMK AO2 RAE11B29 SLP182 P0001 T01940172
BOS,8/5/2021 17:42,KBOS 051742Z 33009KT 2 1/2SM -DZ BR OVC008 20/18 A3007 RMK AO2 RAE08DZB41 P0001 T02000178
BOS,8/5/2021 17:54,KBOS 051754Z 36009KT 3SM -DZ BR OVC008 20/18 A3007 RMK AO2 RAE08DZB41 SLP182 P0001 60059 T02000178 10200 20189 55003
BOS,8/5/2021 18:41,KBOS 051841Z 35006KT 10SM OVC010 21/18 A3008 RMK AO2 DZE03 P0000 T02060178
